uid,app_date,app_method,app_recipient,ct_credit_product,ct_credit_product_ff,ct_guarantee,ct_guarantee_ff,ct_loan_term_flag,ct_loan_term,credit_purpose,credit_purpose_ff,amount_applied_for_flag,amount_applied_for,amount_approved,action_taken,action_taken_date,denial_reasons,denial_reasons_ff,pricing_interest_rate_type,pricing_init_rate_period,pricing_fixed_rate,pricing_adj_margin,pricing_adj_index_name,pricing_adj_index_name_ff,pricing_adj_index_value,pricing_origination_charges,pricing_broker_fees,pricing_initial_charges,pricing_mca_addcost_flag,pricing_mca_addcost,pricing_prepenalty_allowed,pricing_prepenalty_exists,census_tract_adr_type,census_tract_number,gross_annual_revenue_flag,gross_annual_revenue,naics_code_flag,naics_code,number_of_workers,time_in_business_type,time_in_business,business_ownership_status,num_principal_owners_flag,num_principal_owners,po_1_ethnicity,po_1_ethnicity_ff,po_1_race,po_1_race_anai_ff,po_1_race_asian_ff,po_1_race_baa_ff,po_1_race_pi_ff,po_1_gender_flag,po_1_gender_ff,po_2_ethnicity,po_2_ethnicity_ff,po_2_race,po_2_race_anai_ff,po_2_race_asian_ff,po_2_race_baa_ff,po_2_race_pi_ff,po_2_gender_flag,po_2_gender_ff,po_3_ethnicity,po_3_ethnicity_ff,po_3_race,po_3_race_anai_ff,po_3_race_asian_ff,po_3_race_baa_ff,po_3_race_pi_ff,po_3_gender_flag,po_3_gender_ff,po_4_ethnicity,po_4_ethnicity_ff,po_4_race,po_4_race_anai_ff,po_4_race_asian_ff,po_4_race_baa_ff,po_4_race_pi_ff,po_4_gender_flag,po_4_gender_ff
000TESTFIUIDDONOTUSEXGXVID153XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID161XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID161XTC2,20241201,1,1,988,,999,,999,,999,,999,,,4,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID161XTC3,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID161XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,2,20241231,999,,999,,,,999,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID161XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID171XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID172XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID173XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID174XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241202,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC2,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,2,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC3,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,3,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC4,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,4,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC5,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,5,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC6,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,6,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC7,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,7,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC8,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,8,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC9,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,9,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC10,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,977,not blank,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID181XTC11,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID182XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID182XTC2,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1;2,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID182XTC3,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1;2;3,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID182XTC4,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1;2;3;4,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID183XTC1,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID183XTC2,20241201,1,1,988,,999,,999,,999,,999,,,4,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID183XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,2,20241231,999,,999,,,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID183XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID184XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID185XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1;2;3;4,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID191XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,977,less than 300 characters,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID192XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID192XTC2,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,977,"is, not, blank",999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID193XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1;2;3;977,value1,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,1,1,,1,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,4,1,1,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,5,1,,1,1,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,6,1,1,,999,,,0,0,0,999,,2,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXBXVID201XTC7,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,1,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID202XTC1,20241201,1,1,988,,999,,999,,999,,999,,,3,20241231,1,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID202XTC2,20241201,1,1,988,,999,,999,,999,,999,,,4,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID202XTC3,20241201,1,1,988,,999,,999,,999,,999,,,5,20241231,999,,999,,,,999,,,,,,999,,999,999,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID203XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID203XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,2,20241231,999,,999,,,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID211XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,7777,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID212XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,4,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,5,1,,1,1,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID213XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,6,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID221XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,7777,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,5,1,,1,1,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,7777,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,4,1,7777,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID222XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,6,1,7777,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID223XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,0.2,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID231XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,7777,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,4,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,6,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,7777,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,7777,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID232XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,5,1,,7777,1,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID233XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,999,,,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,2,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,3,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,4,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,5,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,6,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC7,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,7,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC8,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,8,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC9,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,9,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC10,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,10,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC11,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,977,not blank,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID241XTC12,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,4,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC3,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,6,1,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC4,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC5,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,3,1,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID242XTC6,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,5,1,,1,1,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID251XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID252XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID252XTC2,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,977,not blank,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID261XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,1,,,1,1,,1,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000TESTFIUIDDONOTUSEXGXVID262XTC1,20241201,1,1,988,,999,,999,,999,,999,,7777,1,20241231,999,,2,,1,,999,,,0,0,0,999,,1,2,988,,988,,988,,988,988,,988,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
